RESORT,ORDER_BY,NEXUS_ROOM_TYPE
54052,2,"K,MAW"
83547,6,"K,YJU"
13027,9,"K,PCF"
90935,1,"Q,BCE"
54049,2,"QQ,ZFW"
55050,6,"WK,BAM"
93522,3,"Q,AJT"
93522,5,"K,AJV"
32066,5,"SQQ,PKY"
32066,6,"SK,PDK"
93598,5,"D,SSU"
06144,3,"K,KIR"
44501,6,"K,BAQ"
53012,8,"SK,AKX"
56102,9,"D,AKZ"
11225,5,"K,WYU"
34108,5,"DD,LJB"
11225,6,"K,WUW"
04084,3,"K,XCQ"
44421,4,"K,WXL"
24063,11,"QQ,YJZ"
47132,6,"DD,VAK"
03161,2,"K,YPC"
99810,7,"SQ,MYQ"
37137,4,"SK,GBA"
44548,5,"QQ,PTA"
37137,6,"WQQ,CPL"
54053,4,"K,ZTG"
54052,4,"Q,MDA"
05748,3,"SK,RAK"
95333,3,"SD,KUE"
03123,1,"K,XYG"
83935,3,"K,NXE"
83935,4,"DTT,RIA"
68023,4,"KK,EFI"
68023,10,"SK,WJL"
56102,8,"D,ALB"
33124,1,"Q,OVZ"
33124,2,"DD,OVZ"
33124,3,"K,OXP"
17133,3,"SK,FQL"
84214,9,"KTT,SNN"
39141,4,"SK,WME"
88224,4,"K,GHE"
73132,4,"D,GUO"
18111,7,"WQQ,CQC"
17133,5,"SK,DLZ"
26139,1,"QQ,NIH"
26139,2,"K,NIH"
33106,1,"QQ,NIH"
76963,8,"SK,NFS"
44678,4,"K,CKM"
44678,10,"QQ,CGT"
05658,1,"K,HRF"
44678,9,"QQ,CLP"
44427,1,"K,MCI"
54049,5,"SK,YMA"
05431,5,"QQ,CIF"
05431,4,"Q,CIF"
14211,9,"WK,BAM"
99809,5,"TT,XGW"
99809,8,"D,XHB"
65012,5,"Q,OEM"
76963,2,"TT,NHW"
83875,9,"TT,XYU"
43090,11,"K,SJV"
05443,1,"K,RCE"
05443,2,"QQ,RCE"
05443,3,"K,MYN"
61082,6,"S13,CGI"
95455,1,"TT,NRL"
95455,2,"D,NRY"
14205,3,"SK,ZTY"
14205,4,"SK,RAK"
03133,2,"QQ,JYH"
37105,1,"QQ,HPR"
54010,4,"Q,XDF"
03157,2,"QQ,UKA"
05297,8,"SQ,CAY"
05297,3,"K,BXU"
05297,1,"Q,BXX"
05297,2,"DD,BXX"
48106,6,"K,YYE"
66090,5,"SK,JXW"
31056,3,"SQQ,SNH"
48140,7,"Q,XYV"
66042,2,"SQ,YOB"
14197,5,"K,YCN"
95344,2,"D,AXU"
78013,6,"TT,YMG"
24138,10,"SQQ,YIN"
54062,2,"QQ,OWH"
05686,9,"SK,OCI"
83919,4,"DT,SNN"
83919,5,"DD,SNN"
05125,8,"QQ,BJP"
39116,2,"K,CQC"
61078,4,"SK,ZGE"
48168,12,"QQ,BAQ"
14181,6,"K,BAQ"
14181,7,"SK,KSH"
14181,4,"SK,VRJ"
14181,3,"SK,RZC"
56102,1,"D,SNN"
05603,6,"K,BJP"
05603,7,"SK,BJP"
05546,5,"K,SHK"
04084,13,"DD,XDC"
04084,12,"K,BZF"
39116,6,"SK,HRB"
39116,4,"SK,MAE"
66046,3,"K,ZGA"
44507,7,"SQQ,BJP"
33107,13,"K,HOZ"
05297,9,"SQ,XKG"
54051,7,"WQQ,BAQ"
83674,6,"TT,RNB"
83674,4,"K,NXE"
32090,8,"WK,CQC"
84214,11,"SK,NSG"
63011,1,"DD,NIH"
05601,9,"WK,BAQ"
36128,6,"SQ,SJV"
10280,1,"QQ,EAE"
83953,1,"T,SNN"
06180,5,"SK,ZCV"
33107,14,"DD,CQC"
84214,4,"K,FVQ"
48127,4,"K,IWI"
31050,5,"K,BAQ"
48127,3,"KQ,XCC"
05363,4,"Q,BAQ"
11101,6,"K,BAQ"
03126,4,"QQ,CQC"
19100,4,"K,VAG"
42051,5,"K,YEV"
11187,3,"SK,QVD"
48127,1,"K,HRB"
39116,7,"SQQ,HRT"
39116,5,"SK,MAG"
39116,1,"QQ,NTI"
66107,6,"S22,TZS"
48113,2,"K,MCI"
48113,4,"QQ,MCI"
05658,6,"K,CQC"
10384,4,"K,BAM"
24063,13,"Q,YJM"
54062,4,"SQQ,MWN"
11118,4,"QQ,EKJ"
13059,6,"DD,BAM"
10398,7,"SK,GUJ"
88199,1,"T,ZBL"
88199,2,"TT,ZBL"
54062,1,"K,WNF"
54062,3,"SK,WDR"
05686,10,"SK,IBG"
88224,6,"SK,BFI"
05748,2,"QQ,OAQ"
83953,2,"D,SNN"
83953,5,"DT,SNN"
44541,4,"SK,ZGD"
05748,1,"K,OAQ"
48083,5,"QQ,KKJ"
36160,4,"K,BAQ"
10390,4,"S23,ZUW"
10390,5,"K,QZF"
44436,8,"DD,BJP"
44436,6,"DD,HCG"
44436,5,"K,HCG"
10206,7,"QQ,BAM"
67026,3,"QQ,WUB"
52024,9,"WQQ,BAC"
83953,3,"D,FVQ"
88201,3,"TT,XUZ"
05125,7,"K,BJP"
76963,4,"K,XGR"
39116,3,"K,BJP"
88170,4,"K,QLQ"
10385,5,"K,CQC"
05297,7,"SK,XFY"
44436,9,"DD,BZF"
44436,4,"K,ZWU"
44436,7,"K,HDS"
44436,1,"K,HDN"
44436,3,"K,MFN"
77586,4,"K,BEC"
77586,1,"T,BEC"
39020,11,"QQ,BAM"
45086,3,"QQ,CFK"
45086,2,"SK,CDY"
45086,4,"SQQ,CDY"
56104,5,"TTT,SNN"
16077,3,"K,BUT"
56104,6,"D,NUP"
84232,1,"T,SNN"
31067,8,"Q,BAM"
36077,6,"QQ,CQC"
36141,5,"Q,BAQ"
99809,4,"D,PLL"
44498,5,"K,BJP"
99809,11,"SK,YSJ"
78538,6,"TT,LTN"
44498,6,"QQ,CQC"
05297,6,"DD,XFW"
78020,6,"SQT,BMS"
44436,2,"DD,HDN"
83076,11,"Q,CYD"
05622,9,"K,BJP"
14194,1,"K,UKA"
14194,2,"QQ,UKA"
05463,6,"QQ,BJP"
05426,7,"QQ,XNL"
97462,1,"K,YFG"
97462,3,"SK,YFI"
44674,5,"SK,BJP"
83650,6,"DT,FYN"
50021,9,"DD,BJP"
50021,10,"DD,CQC"
50021,8,"K,BJP"
44640,12,"QQ,CQC"
25076,5,"QQ,BJP"
33066,6,"QQ,XUI"
97462,2,"K,YFH"
11190,7,"SQQ,BAG"
05297,4,"K,XFW"
78013,9,"TTT,QFQ"
88230,6,"Q,YBK"
76068,1,"K,XUQ"
88230,1,"Q,SGT"
54052,1,"QQ,MAW"
54052,3,"Q,MAW"
45005,6,"K,CNC"
44184,5,"K,BJK"
33124,6,"Q,BAG"
76963,10,"K,MZJ"
88197,1,"T,GHF"
88197,2,"TT,GHF"
88197,3,"TT,XTG"
10150,6,"DD,BZF"
25076,6,"SK,BJP"
25076,7,"SK,PDZ"
93390,1,"TT,SNN"
93390,2,"D,SNN"
05466,4,"K,CQC"
27077,2,"K,OWH"
27077,6,"SK,CTW"
14197,3,"DD,UKA"
14197,4,"DD,WQX"
14197,8,"Q,BJK"
93598,3,"DTT,YAE"
93598,6,"DTT,YAH"
27077,7,"Q,BAM"
93597,3,"Q,XYD"
88198,1,"T,YBT"
88198,3,"TT,YBT"
88198,4,"D,YBT"
88198,2,"Q,YCA"
88198,5,"K,YBT"
14211,10,"WK,CNC"
44588,6,"SK,TJA"
05718,5,"K,BAQ"
93597,2,"TT,TXS"
14211,8,"QQ,EJG"
05466,7,"QQ,CPL"
50090,5,"SQQ,BJZ"
10370,7,"SK,IBG"
18068,6,"K,BZF"
18068,7,"K,BJP"
24138,8,"K,YIM"
45005,7,"QQ,BAQ"
33001,9,"SK,IBG"
11154,1,"SK,NIH"
11154,5,"SK,AUA"
11154,6,"SK,BAQ"
11154,7,"SK,BAM"
42051,4,"K,CGR"
66111,1,"K,IJU"
83650,2,"T,SNN"
83650,1,"D,SNN"
61061,12,"Q,QKT"
38092,8,"K,BAQ"
93593,1,"D,STQ"
97462,4,"SK,YHT"
54049,6,"QQQ,ZFW"
83448,7,"K,JJV"
83448,4,"K,FVQ"
83448,8,"Q,JJW"
14132,1,"K,WEY"
34125,2,"K,GKK"
34125,1,"QQ,GKK"
34125,3,"SK,GKL"
03161,4,"K,TTQ"
44604,2,"QQ,MCI"
44604,5,"K,CQC"
90976,1,"K,AUX"
90976,4,"KT,AUY"
66085,5,"K,BVJ"
44361,11,"K,HSA"
44361,1,"K,HNA"
44361,5,"K,EMY"
98073,1,"T,ZKV"
17140,2,"K,GMH"
17140,1,"QQ,GMH"
11225,4,"QQ,WUW"
48144,3,"SKK,IIX"
37120,6,"SQQ,EGX"
37120,7,"SQQ,DIV"
70280,3,"SQQ,JNR"
26165,1,"K,TUP"
26165,5,"SK,TUS"
45073,7,"K,YUS"
44361,10,"QQ,HSA"
54053,6,"WK,CNC"
83547,13,"TT,NXE"
98282,1,"T,SVF"
98370,2,"Q,GVV"
98370,4,"QT,TAY"
05562,5,"K,CUN"
05562,6,"QQ,CUN"
32038,7,"K,CQC"
32038,8,"K,BJP"
37123,9,"SQQ,GUJ"
37123,10,"SK,BPL"
44688,8,"SKK,OCI"
17124,1,"K,NIH"
17124,3,"QQ,NIH"
17124,4,"SK,HNS"
44361,2,"QQ,HNA"
44361,4,"QQ,GOT"
44361,6,"K,PCF"
44361,8,"QQ,PCF"
44361,9,"QQ,PCG"
44361,7,"K,GOU"
83915,1,"TT,SNN"
83915,2,"D,SNN"
05562,7,"SK,HRS"
98339,6,"K,QEJ"
83900,5,"D,NPB"
90855,1,"Q,IXJ"
98282,6,"Q,RSJ"
90855,2,"Q,IYE"
90855,4,"K,IYE"
37120,8,"SK,DIV"
17124,2,"Q,NIH"
17124,5,"SK,UFK"
67013,4,"K,ATO"
11225,8,"WK,SYJ"
84239,3,"K,LTN"
84239,4,"SK,ZKJ"
38122,2,"QQ,JEW"
06191,3,"K,VGZ"
10288,1,"QQ,HNA"
10288,2,"K,OJD"
38122,1,"K,JEW"
10288,5,"K,MBG"
84235,2,"D,SNN"
05691,9,"SK,ZSG"
44478,1,"K,RDZ"
44478,2,"QQ,RDZ"
13060,9,"SQQ,DPJ"
37120,2,"K,YJB"
37120,3,"QQ,YJB"
37120,1,"Q,YJB"
54053,1,"K,FUA"
43172,5,"SQQ,MFS"
54047,3,"K,MAN"
14205,5,"K,BAQ"
14205,6,"QQ,BAQ"
52017,7,"WK,CQC"
10288,6,"QQ,MBG"
10288,7,"QQ,BXY"
10288,8,"SK,EMK"
26163,7,"QQ,PCF"
52021,5,"WSQ,BAM"
42022,6,"Q,HNA"
63011,7,"QQ,ACG"
37106,4,"K,JXD"
43150,3,"QQ,BAM"
73133,1,"T,CQO"
73133,2,"TT,CQO"
73133,4,"TT,GUO"
73133,3,"Q,CQO"
10365,4,"SK,ZWU"
89118,2,"D,ZWZ"
27075,3,"K,MGE"
27075,7,"K,BAM"
54059,1,"QQ,LLV"
48083,3,"Q,KKJ"
83647,6,"D,AWF"
54059,2,"WQQ,BPO"
21061,8,"SK,HPM"
54059,4,"WK,BPO"
75023,1,"A12,KAV"
66125,9,"SQ,EIU"
14211,5,"K,EOL"
14211,6,"K,EOX"
43152,2,"K,RYA"
93782,1,"Q,STN"
93782,2,"TT,NQB"
44574,4,"K,UXJ"
44653,9,"SK,EUQ"
44653,4,"SQQ,UJO"
44653,3,"QQ,UKA"
05391,6,"SK,FJX"
51015,5,"DD,RGT"
51015,2,"K,RGT"
51015,1,"Q,RGT"
05357,7,"Q,BAM"
15078,7,"QQ,BAM"
33066,9,"SK,OKV"
44204,5,"K,HSA"
44204,1,"K,HNA"
83547,3,"K,SNN"
05598,3,"DD,PBU"
84226,9,"SK,AXT"
51015,3,"QQ,RGT"
36108,3,"SK,KME"
14219,6,"WSK,WDH"
18092,2,"K,NIH"
54014,5,"WK,CNC"
44391,7,"QQ,CQC"
03134,4,"K,ANK"
44391,6,"K,BJP"
21061,10,"WDD,DQY"
21061,5,"DD,DQW"
90152,4,"V34,JPO"
06098,3,"K,HBO"
06098,1,"QQ,HBO"
06098,4,"DD,UMK"
06098,6,"K,UMO"
06098,5,"K,UMZ"
43187,1,"QQ,NBP"
03121,1,"K,RCE"
03121,2,"QQ,RCE"
83547,8,"K,NUP"
03121,5,"QQ,FTF"
03121,4,"K,FTF"
83547,12,"SK,YKV"
56104,1,"T,SNN"
56104,3,"DT,SNN"
75419,3,"SQ,PBQ"
56101,2,"D,NDX"
11133,5,"SQQ,EMK"
56101,4,"SD,NSG"
05691,13,"WK,CNC"
11133,11,"QQ,BAQ"
10395,3,"SK,ITT"
50061,14,"SK,ESO"
05281,7,"SK,PTT"
05281,5,"SQ,VVV"
05281,6,"SQ,JXZ"
33029,2,"K,IDN"
50061,19,"SK,YGW"
50061,12,"SK,YZL"
90152,3,"V23,JPO"
73132,1,"T,XUZ"
73132,2,"D,XUZ"
73132,3,"D,GHE"
41087,5,"DD,ORZ"
05676,1,"K,AJD"
05604,8,"SK,BAQ"
05604,7,"SK,OCI"
21041,8,"K,RMA"
70280,1,"QQ,FPI"
95495,1,"TT,HEG"
95495,2,"TT,SCX"
33066,8,"Q,OKU"
33066,1,"Q,OKV"
05676,2,"QQ,IRD"
26163,6,"QQ,BAQ"
26163,3,"K,REH"
26163,5,"QQ,BAM"
05676,5,"K,AJG"
05676,6,"QQ,AJG"
05676,7,"K,AJI"
05676,4,"K,AJF"
50139,1,"K,HQH"
44545,1,"K,LTX"
44545,2,"QQ,MLU"
27076,1,"QQ,HNA"
50139,6,"SK,HRV"
05398,7,"QQ,BAQ"
05711,7,"QQ,BAM"
83495,6,"D,NUP"
83495,4,"K,SNN"
05628,7,"QQ,BAQ"
61091,1,"K,AQN"
45024,1,"QQ,NFC"
16064,4,"K,CNC"
50116,4,"Q,HRF"
50116,7,"Q,BJP"
50116,8,"Q,CPL"
05479,2,"K,GVZ"
44595,3,"K,DBF"
44595,4,"SK,KAI"
33107,6,"SQ,ZSH"
62102,3,"Q,TAG"
26167,4,"SK,JXY"
24063,15,"QQ,IEF"
83726,4,"D,NUP"
83726,6,"TT,NUP"
32036,2,"DD,MCI"
32036,1,"K,MCI"
05569,4,"SK,CXQ"
05569,3,"SK,CXJ"
44411,7,"QQ,GUJ"
33141,1,"K,IBQ"
52024,5,"WQQ,CQC"
04084,4,"DD,XCQ"
44391,2,"QQ,NIH"
93658,1,"Q,SNN"
93658,3,"Q,NUP"
99810,1,"D,KXP"
37137,1,"QQ,WNT"
83880,7,"D,NYV"
83880,9,"D,NGD"
54047,1,"QQ,MAN"
54047,6,"K,ZWA"
54047,9,"K,ZXO"
23089,12,"QQ,LQF"
99045,1,"TT,EMR"
99045,3,"Q,BYD"
05653,8,"WK,BAM"
15084,2,"K,NIH"
15084,3,"DD,AYO"
61098,14,"WQQ,CHL"
98246,1,"T,DDW"
98246,2,"TT,DDW"
98246,3,"K,DDW"
83463,8,"TT,NVW"
14210,1,"QQ,DRQ"
15110,4,"QQ,CPL"
49030,5,"K,CQC"
49030,6,"K,BJP"
05590,6,"WQQ,BAM"
11178,8,"K,BAM"
11178,7,"QQ,BAQ"
11178,10,"SQQ,OCI"
44623,6,"SK,BAQ"
03153,1,"K,IJU"
14210,6,"WK,BJP"
03153,2,"QQ,IJU"
45067,4,"SA,BAI"
95479,3,"D,XZM"
42028,6,"K,BPO"
77547,1,"D,XZP"
44750,3,"K,BJR"
44750,6,"WQQ,BAM"
42028,9,"QQ,BPO"
44596,4,"SK,CEQ"
81016,4,"K,YAQ"
33094,1,"K,QTA"
33094,2,"QQ,QTA"
44560,1,"K,EAE"
42044,9,"Q,BAM"
88132,1,"T,CSI"
61089,7,"K,CNC"
88206,3,"TT,CQO"
24130,6,"K,CQC"
47138,5,"Q,BAQ"
56001,3,"D,EAJ"
26174,6,"K,UAH"
26174,7,"K,CQC"
56001,4,"D,JKQ"
83985,1,"D,SNN"
83985,2,"TT,SNN"
05441,3,"SK,BIM"
83985,3,"D,NUP"
95013,2,"Q,CGM"
88206,2,"T,CQE"
89143,4,"D,VSE"
97456,1,"Q,SAQ"
97456,2,"K,SAQ"
88234,8,"TT,HDA"
05706,6,"K,CEC"
97456,4,"QT,SAQ"
17129,2,"QQ,GCP"
88234,9,"D,HDA"
38077,2,"K,BLY"
38077,10,"K,PTL"
93858,1,"D,TDP"
55030,1,"K,LDC"
44643,1,"K,YJB"
99812,2,"D,PRF"
99812,8,"D,GQK"
05590,7,"WQQ,CNC"
05651,6,"SK,QOI"
44750,7,"WQQ,BAQ"
13060,1,"QQ,UDF"
24099,1,"K,CVI"
55001,14,"SKD,LZD"
94183,6,"TT,YRM"
47093,2,"K,UTD"
47093,3,"QQ,VIW"
88232,5,"SK,GHE"
83976,6,"T,NML"
43159,8,"K,CQC"
95364,3,"D,VEN"
29088,10,"SK,FQL"
83976,5,"TT,FVQ"
32090,2,"K,APN"
44610,10,"QQ,OQP"
44610,7,"SK,GUJ"
44610,8,"QQ,CQC"
95364,4,"D,VFH"
44592,2,"SK,RTC"
44610,6,"K,GUJ"
92725,5,"TT,EZZ"
14201,3,"SK,KBV"
14201,4,"SDD,KBV"
70195,2,"K,NSM"
05651,5,"SK,QMA"
44648,4,"SQQ,BKW"
44735,5,"QQ,LAF"
95471,4,"K,GBT"
95470,2,"K,AXV"
27064,3,"K,BQN"
44648,5,"QQ,BLU"
05444,5,"K,BJP"
55030,5,"K,BCP"
44615,1,"K,NIH"
44615,3,"QQ,NIH"
44615,5,"SK,PZB"
44615,6,"SK,FUH"
93858,2,"Q,TDP"
44615,2,"K,PZC"
44615,4,"QQ,PZC"
47093,4,"SK,KYW"
05378,9,"QQ,BAQ"
66111,5,"K,CQC"
48178,8,"WK,BPO"
98195,1,"D,STQ"
14213,9,"Q,GMS"
48178,9,"WK,ZGM"
41085,5,"SK,UIY"
24115,3,"K,BKT"
44610,9,"K,OQP"
51015,9,"QQ,BAM"
44749,2,"K,VLP"
36149,2,"K,MPN"
36149,1,"QQ,MPN"
84236,4,"SK,NXE"
36149,3,"SK,VXB"
36149,4,"SK,VXN"
33181,1,"QQ,NBP"
17116,7,"WQQ,BAQ"
05512,1,"K,NIH"
05512,3,"QQ,NIH"
10212,11,"QQ,DZF"
10212,12,"K,DZT"
10212,1,"QQ,PVT"
99003,4,"TT,WOL"
10212,4,"QQ,SUW"
66093,6,"K,VJA"
27064,5,"K,BQC"
53005,1,"QQ,AOR"
99003,6,"SK,NSM"
53005,4,"K,MST"
92945,5,"K,EXN"
11218,1,"DD,UKA"
11218,5,"K,BAQ"
99812,4,"D,DJU"
20001,17,"SK,SWN"
06165,2,"K,JKC"
06165,3,"SQ,YCC"
05323,3,"K,BAM"
05416,10,"K,YSE"
50024,7,"QQ,FQX"
11214,7,"QQ,OBO"
03066,6,"QQ,FRH"
98161,4,"K,CFM"
47071,1,"K,GDC"
06191,2,"QQ,QBN"
11119,3,"K,SWE"
33088,1,"S13,HOM"
47093,1,"K,UWE"
83287,6,"D,YQA"
66098,1,"K,HWS"
29088,4,"SKK,BKI"
95360,3,"D,BUS"
95360,5,"K,ERA"
10116,10,"SE,BIN"
34079,1,"QQ,HBO"
38136,4,"K,BAQ"
44734,1,"QQ,GNC"
24143,8,"K,BAG"
50111,2,"K,LET"
19093,2,"K,VXD"
33065,5,"K,FJS"
70111,2,"DD,NSM"
62131,3,"S22,LYL"
92732,1,"TT,SLY"
92571,7,"D,NJU"
70620,4,"SK,PMN"
93546,5,"T,NUP"
93701,3,"Q,WEL"
90969,7,"QT,ASN"
36135,1,"DD,NIH"
95465,1,"D,IDH"
48146,7,"K,FKI"
48146,4,"QQ,HDB"
48146,8,"SK,EKG"
36135,2,"K,NIH"
48146,9,"SK,EKD"
88234,4,"T,HDA"
88234,5,"D,EAJ"
06191,9,"WQQ,MZA"
05658,7,"QQ,BJP"
06182,5,"K,HEU"
06161,1,"QQ,NIH"
98388,2,"Q,RSJ"
98381,6,"K,BHF"
06161,2,"K,NIH"
06161,3,"SK,TNO"
98381,8,"K,BHQ"
83648,3,"TT,WNR"
10168,15,"D,BPO"
83648,5,"D,AUV"
83648,2,"D,WNR"
04108,1,"K,EMK"
83648,6,"TT,AUV"
48090,4,"K,BMJ"
97454,1,"QQ,WRA"
66038,9,"MU,BIF"
83873,8,"DT,SXR"
66038,10,"SE,BIF"
47125,2,"QQ,PLU"
83733,13,"SK,BWI"
78032,2,"D,HNI"
95242,3,"D,KHY"
44501,5,"K,IBG"
88234,7,"TTT,EXO"
05738,1,"Q,DFO"
98222,2,"Q,YQX"
48178,6,"SK,IGQ"
05020,2,"K,PLU"
83315,3,"D,SNN"
83315,1,"T,SNN"
83315,2,"TT,SNN"
66039,2,"QQ,MIR"
38077,1,"Q,BLY"
38077,11,"QQ,PTL"
05139,3,"MU,BDU"
77710,7,"Q,AMJ"
77710,8,"TT,ASA"
24099,2,"QQ,CVI"
98305,5,"K,QYP"
44723,7,"WQQ,BJP"
44599,6,"SK,HOZ"
48117,2,"K,BRV"
48117,13,"K,IBG"
45095,4,"SKK,AYV"
43162,1,"K,KDI"
66118,4,"K,NYW"
16103,5,"K,GSS"
44751,2,"K,GFX"
05706,11,"K,BAM"
05706,12,"K,BAQ"
05706,13,"Q,BAQ"
05671,3,"K,BJP"
44751,4,"SK,GFX"
44657,3,"SQQ,DVA"
44751,5,"WK,HQX"
10116,11,"CB,BOT"
83733,15,"SK,BWG"
56021,5,"TT,TBT"
05514,7,"K,CPL"
42041,2,"K,BTQ"
05225,1,"K,ZGN"
98311,6,"Q,LJM"
38098,11,"Q,LRP"
05721,2,"K,GED"
19123,10,"SQQ,ADQ"
93618,2,"Q,IFL"
83884,2,"TT,WNR"
83884,4,"D,AUV"
56021,4,"TT,GUO"
27071,13,"K,FVH"
44599,5,"QQ,BJP"
44599,4,"K,CQC"
38136,2,"QQ,VDS"
93696,4,"TT,SRS"
15083,4,"SDD,HQX"
44701,2,"K,AEM"
44701,5,"SK,AFD"
05662,11,"WQQ,BAQ"
93696,5,"QT,SSA"
38105,1,"QQ,ZZU"
83984,8,"D,AWN"
83984,6,"DT,AWN"
93390,3,"DTT,IEG"
44704,5,"K,OUW"
44704,8,"WSK,OCI"
05514,9,"K,CPP"
44691,6,"K,CQC"
44751,6,"WQQ,HQX"
93396,5,"KTT,IBV"
93454,1,"T,LLW"
93454,4,"SQ,LKO"
75023,7,"S47,ARS"
88157,6,"Q,HDI"
05671,4,"SK,PDZ"
84209,1,"T,SNN"
02016,1,"DD,YIS"
10250,5,"DD,LGD"
93593,12,"AQ,NTV"
10380,6,"Q,CQC"
93454,5,"QQ,LKP"
36172,10,"WSK,IIA"
93822,6,"DTT,MFI"
66039,10,"Q,MJG"
02004,7,"QQ,YJA"
02004,2,"QQ,YJB"
02004,1,"Q,YJB"
54045,3,"SQQ,BAV"
41042,2,"K,AOA"
95467,2,"D,DUR"
41042,4,"SK,XOC"
24143,10,"SK,AGG"
95382,4,"D,BPA"
95499,1,"D,HWZ"
95499,2,"TT,HWZ"
34146,3,"QQ,OHL"
97454,2,"K,JKI"
10402,3,"SK,DVA"
10402,1,"QQ,GOR"
17131,9,"SK,IBG"
17131,7,"K,BAQ"
17131,8,"QQ,BAQ"
26181,1,"K,AYW"
02004,9,"KK,YJB"
03124,14,"QQ,CPS"
45043,12,"KQQ,BFA"
44596,2,"SK,CEV"
56021,2,"T,GUO"
03124,15,"K,CQG"
03124,18,"K,CWU"
56021,3,"TT,CQO"
62075,10,"SQ,PQZ"
83898,1,"TT,WNR"
11218,6,"K,BAM"
41042,3,"SQQ,XOP"
83872,3,"D,NXE"
13052,2,"QQ,AXJ"
13052,4,"SK,WZL"
13052,3,"K,WZM"
13052,7,"QQ,WZO"
62119,10,"Q,XNX"
13052,5,"K,WZO"
27064,4,"SK,BQD"
38077,5,"QQ,WBW"
99519,4,"Q,AZF"
98388,1,"D,KGC"
83744,1,"T,SNN"
16101,9,"K,PUR"
96062,1,"T,YEH"
44629,8,"S22,YLY"
39067,7,"K,BAQ"
88236,2,"SK,BGQ"
98381,3,"K,BGZ"
44591,4,"K,CQC"
45088,9,"K,UFV"
15103,3,"SK,LUY"
98381,5,"K,BHC"
83919,6,"D,NML"
03059,8,"QQ,BAM"
93079,4,"TT,ALZ"
05470,1,"DD,NIH"
05470,2,"K,PZB"
05470,5,"QQ,MYU"
62131,5,"K,QBP"
02004,10,"KQ,YJB"
02004,3,"K,YJC"
02004,6,"QQ,YJD"
36163,1,"Q,GOY"
05405,1,"Q,MCI"
05569,5,"K,CQC"
44648,8,"K,JNV"
26167,9,"KK,LIG"
96062,5,"D,YFA"
10281,5,"SKK,BFM"
05660,9,"WQ,BJP"
44448,5,"SQQ,BFS"
42028,11,"QQ,OVO"
03102,3,"K,MGZ"
03102,1,"QQ,HIN"
33172,1,"K,BKU"
44461,7,"QQ,EUF"
66098,4,"SK,ACP"
44629,6,"SK,HOZ"
26157,6,"D,BAM"
05517,6,"QQ,MBY"
05560,6,"K,MFF"
05560,1,"K,MFC"
05560,2,"QQ,MFC"
05560,3,"K,UAJ"
44648,9,"SQQ,JNV"
05225,2,"DD,ZGN"
05244,2,"K,AZB"
54045,1,"QQ,XUI"
48178,7,"SK,WDL"
62100,5,"QQ,BAD"
62100,2,"K,BKB"
62100,4,"K,NZA"
62100,6,"SQQ,KAH"
83735,5,"TT,WDG"
83976,1,"T,SNN"
83976,2,"D,SNN"
62100,3,"SQQ,YCV"
83976,3,"TT,SNN"
03158,6,"K,BAQ"
62126,9,"SK,UKK"
01104,1,"K,NIH"
93196,4,"K,WOL"
31061,1,"K,HRF"
31061,2,"QQ,HRF"
44560,3,"SK,XGB"
31061,6,"SK,BRO"
31061,5,"SK,THH"
32110,1,"QQ,UKA"
66017,1,"D,YWF"
48148,4,"Q,VIZ"
38092,1,"Q,EUC"
38092,2,"K,EUC"
92739,3,"TT,LLW"
37115,3,"SK,EMK"
37115,4,"SK,LKG"
75419,4,"Q,DXT"
39102,8,"K,POU"
24140,7,"SK,RPV"
75419,5,"Q,NTI"
93593,13,"AQ,COY"
06178,10,"DD,IBG"
32090,1,"QQ,AQB"
52033,5,"QQ,BRG"
05441,1,"K,CRA"
05441,2,"QQ,CRA"
66088,1,"K,ESU"
66088,3,"QQ,ESU"
66088,4,"QQ,ERL"
48148,9,"QQ,NPM"
19107,2,"QQ,YJB"
19107,3,"K,FXM"
83957,17,"KBB,IKA"
37113,5,"SK,GNA"
05386,4,"QQ,MEP"
75023,3,"Q,NBS"
34182,1,"QQ,QZM"
39063,7,"SQ,KLI"
03118,7,"QQ,DIO"
98264,13,"Q,ARE"
98264,14,"K,ARN"
54019,12,"SK,ATN"
54019,13,"SK,ATS"
19073,3,"K,ARM"
19073,9,"K,FXY"
23154,4,"K,PPR"
54019,15,"AK,AVF"
44391,1,"K,NIH"
88236,5,"MV,BIJ"
41067,3,"QQ,ZQX"
10410,4,"WK,CPL"
41078,5,"K,HRS"
41078,1,"K,HRF"
10306,1,"DD,HCM"
70111,1,"Q,NSM"
83682,6,"DT,FYN"
39066,8,"SK,BJC"
92739,4,"TT,EQZ"
83543,1,"D,SNN"
16097,4,"K,QPO"
18085,3,"QQ,IAF"
18085,5,"SK,IAF"
83543,3,"D,FYN"
70209,2,"DD,FGY"
89802,1,"T,VSU"
66006,4,"QQ,DOA"
66006,6,"QQ,UHA"
05642,6,"DD,BAM"
64010,5,"K,BSZ"
05745,3,"WSK,HQX"
85064,10,"Q,STN"
85064,9,"TT,STN"
85064,8,"KT,STN"
05645,1,"QQ,NIH"
44560,6,"SK,OCI"
13029,2,"K,XBR"
13029,1,"Q,ONF"
27078,12,"QQ,BAQ"
97426,1,"AQ,XWA"
15061,8,"DD,BAM"
66006,8,"Q,LFG"
05642,5,"D,BAQ"
05360,1,"Q,NIH"
