RESORT,ORDER_BY,NEXUS_ROOM_TYPE
44668,10,"S22,GUJ"
44668,14,"K,HPQ"
44668,11,"K,BAG"
27071,10,"QQ,BJP"
27071,11,"K,BJP"
27071,12,"SK,GUJ"
44286,11,"SQQ,IBG"
10359,9,"D,BAM"
10359,10,"D,VAQ"
10359,11,"D,BAQ"
10359,12,"D,VBZ"
98392,3,"QT,HFZ"
84262,1,"T,SNN"
84262,2,"D,NML"
05521,5,"WQU,VTE"
05644,7,"K,CPL"
45089,3,"K,UHJ"
93879,1,"Q,SNN"
38149,3,"SK,KAC"
38149,6,"QQ,BAM"
05526,7,"K,BJP"
44589,3,"SK,HBD"
43179,7,"K,BAQ"
44671,3,"SK,GCL"
98353,6,"KTT,SHZ"
44671,4,"SK,FBU"
44671,7,"SQQ,GCL"
05604,3,"QQ,WHU"
10389,3,"QQ,ONA"
36109,2,"QQ,NIH"
10368,4,"K,CQC"
15066,5,"K,CQC"
45089,5,"QQ,UHJ"
41078,10,"QQ,CNC"
41078,9,"K,BAQ"
18089,9,"K,BAM"
43179,8,"K,BAM"
43179,9,"SK,OCI"
47127,7,"Q,CNC"
47127,9,"Q,BAM"
47127,8,"Q,CJI"
01066,4,"K,HQX"
01066,6,"QQ,CNC"
54004,4,"QQ,LIV"
20001,4,"K,TFL"
93702,7,"K,MRO"
11194,5,"K,BAM"
11194,6,"K,BAQ"
38115,11,"QQ,BAQ"
05402,7,"K,BAQ"
05700,4,"QQ,BAM"
05700,3,"Q,BAQ"
05475,6,"QQ,BAQ"
05475,5,"K,BAM"
43175,3,"K,BAQ"
23174,4,"CK,NKJ"
25079,5,"K,BAQ"
25079,6,"K,BJK"
06029,2,"K,NCA"
44589,4,"QQ,BJP"
44589,5,"SK,GUJ"
34175,2,"QQ,YSQ"
34175,1,"K,YSQ"
38155,5,"Q,BAQ"
10370,5,"K,CNC"
10370,6,"QQ,CQC"
93880,7,"SQ,IHJ"
48186,1,"K,IET"
34125,6,"K,BAQ"
34125,7,"K,BAM"
18056,4,"DD,BAQ"
88222,10,"TT,OBX"
52064,1,"QQ,NBP"
10361,6,"K,CQC"
10361,5,"K,BJP"
03124,9,"WK,CQC"
83550,2,"D,NVW"
93534,1,"T,TRQ"
23157,3,"K,BXF"
39020,6,"SQQ,BZU"
66055,2,"Q,FFP"
44686,2,"DD,QSG"
83646,13,"D,TIJ"
56032,1,"T,QMD"
56032,7,"D,QMD"
26153,12,"Q,HSQ"
50134,7,"WK,BJP"
05448,3,"Q,BAQ"
11101,4,"DD,HSA"
11101,3,"K,HSA"
11101,2,"K,HNA"
61049,1,"Q,NCH"
61049,2,"QQ,NCH"
61049,7,"QQ,SCI"
23174,5,"WQ,BJP"
14183,3,"QQ,SUU"
61049,8,"Q,SCI"
01094,5,"QQ,BAQ"
01094,6,"K,BAM"
34084,7,"DD,BAQ"
34084,6,"K,BAQ"
44634,14,"QQ,CQC"
34170,10,"K,BAM"
34170,11,"K,BAQ"
34170,12,"K,BJK"
34170,13,"SK,BAQ"
48070,1,"Q,HHC"
68030,8,"K,QBN"
31061,8,"QQ,BJP"
05558,5,"WQ,BAQ"
83296,3,"D,WNR"
95527,5,"Q,HNH"
38109,5,"K,BAM"
37078,6,"QQ,BAQ"
37078,7,"K,BAQ"
05574,18,"K,CNC"
05574,17,"K,BJP"
05574,14,"K,BAM"
05574,16,"QQ,CNC"
05574,15,"K,CPL"
48186,4,"K,IEV"
33064,3,"DD,NIH"
48186,7,"SK,IEV"
41097,5,"K,FVL"
10366,13,"DD,EWD"
45062,5,"K,BAQ"
51069,3,"K,BAM"
03151,6,"K,BAM"
03151,5,"Q,CNC"
92947,2,"K,RIA"
78542,1,"TT,HFM"
03151,4,"SQQ,RFC"
03151,3,"K,RFC"
10226,18,"KK,IQC"
03121,7,"K,NPK"
75301,7,"Q,VMB"
54014,3,"QQQ,AOR"
54014,2,"QQ,AOR"
26153,16,"K,HSU"
95390,3,"TT,GMF"
50127,9,"SK,BPL"
47136,8,"D,GLC"
47136,4,"K,GLC"
47136,1,"DD,GLC"
47136,7,"K,GLL"
47136,9,"D,GLR"
14183,4,"K,NJL"
47136,2,"DD,GLR"
47136,5,"K,GLR"
33064,11,"DD,SHH"
44647,8,"QQ,BJP"
95472,1,"Q,SLO"
10411,6,"WQQ,CQC"
44630,4,"SK,FGQ"
84262,3,"D,SNN"
70255,2,"K,NSM"
98343,1,"Q,CLA"
98343,4,"K,SWR"
84262,4,"TT,SNN"
84262,5,"KBB,IKA"
98356,3,"Q,CLA"
98356,6,"QTT,FRA"
66006,11,"DD,BAQ"
93707,4,"K,TZD"
81037,1,"D,SBQ"
81037,2,"TT,SBQ"
84262,6,"Q,NXE"
84262,10,"TT,WOL"
84262,15,"SK,HMR"
78542,2,"D,HFM"
78542,4,"TT,IHU"
78542,5,"TT,IID"
93750,2,"Q,NUP"
05744,9,"WSK,ETO"
05744,3,"SK,NWL"
93750,3,"K,WOL"
05744,6,"SQ,NWL"
05744,4,"SK,NWP"
93725,1,"Q,CFN"
78542,6,"D,IIE"
93883,1,"TT,IHM"
93883,3,"KBB,IIP"
05706,10,"SKK,HVS"
56305,5,"QT,SUP"
56305,6,"Q,HHS"
23174,2,"K,VAP"
56305,7,"SK,HIB"
83352,1,"T,SNN"
38169,2,"QQ,OAQ"
05067,1,"Q,HBO"
05067,10,"K,CQC"
93529,2,"TT,IUV"
81023,2,"D,LOT"
81023,7,"TT,LOH"
54030,2,"K,MAN"
10359,13,"K,PEH"
81017,4,"D,RNB"
97384,1,"Q,UTL"
98276,4,"KT,SUP"
44495,1,"QQ,HZG"
11178,1,"QQ,AUR"
40007,1,"Q,NTI"
78729,2,"Q,HEZ"
78729,4,"Q,NUP"
75101,5,"K,HJR"
05067,2,"K,HBO"
38169,3,"SK,AQT"
38169,7,"WK,BAQ"
70143,2,"DD,NSM"
41097,9,"QQ,HJJ"
70605,5,"KTT,OIL"
05694,3,"K,AVP"
05518,5,"K,ZTP"
03125,2,"K,HNA"
03125,1,"QQ,HNA"
91209,2,"Q,BSK"
05067,6,"KK,ANC"
44573,6,"K,ESQ"
44309,8,"Q,BAQ"
98356,1,"T,CLA"
98356,4,"TT,CLA"
10399,7,"Q,BAM"
06163,6,"QQ,MID"
95472,3,"DT,ECW"
95472,2,"K,GBT"
38169,8,"WK,BAM"
93833,7,"DTT,HEJ"
55014,1,"DD,MWW"
95445,2,"T,SKW"
55014,2,"K,MWW"
32076,7,"Q,NTI"
83912,11,"DT,WEL"
83912,13,"D,WEL"
97421,6,"AI,IKH"
43185,6,"WK,BAM"
43185,7,"WQQ,BAM"
05219,6,"Q,ZZW"
97421,4,"QTT,ZNO"
52023,2,"QQ,TYZ"
76417,4,"TTT,QMD"
29078,6,"QQ,XYE"
97466,1,"QT,HMO"
05067,4,"QQ,QAX"
97466,2,"QT,HUH"
88201,4,"K,NKK"
39079,3,"K,HSL"
97466,3,"K,HUR"
22009,7,"DD,OBP"
44486,10,"SK,OCI"
54014,1,"K,MEA"
52006,5,"SQQ,MOU"
97466,4,"SK,HUT"
55001,1,"QQ,LLV"
90867,2,"AQ,MHZ"
98353,8,"KT,QLB"
65013,3,"K,HFJ"
65013,6,"SK,HSL"
61098,10,"K,NUW"
31047,3,"DD,XOW"
61098,11,"K,NVA"
61098,13,"SK,NVE"
83812,3,"D,NDX"
03029,5,"SK,OZN"
98360,2,"D,SOB"
76707,5,"KT,FGV"
16071,3,"QQ,HNA"
54016,5,"SK,MBV"
55014,3,"SK,MKU"
05362,15,"K,VBZ"
33119,3,"DD,NTI"
93879,5,"KT,HHA"
56033,4,"TT,HVC"
93293,7,"SQ,HWT"
03062,2,"DD,XHT"
93736,5,"K,INZ"
43173,1,"K,XZA"
83326,6,"D,DAW"
93701,8,"Q,CZR"
43173,4,"SK,XZB"
93701,9,"Q,IMY"
47139,4,"Q,DCA"
43189,3,"SQQ,OZN"
47139,3,"K,DCD"
83723,1,"T,SNN"
31049,3,"QQ,HRF"
78604,3,"Q,YAJ"
05067,9,"Q,BJP"
05067,11,"QQ,BJP"
55001,7,"D,LLV"
55001,8,"K,LLV"
95485,1,"T,HDC"
95485,3,"D,HDQ"
31047,4,"SQ,YAU"
83663,2,"T,AUV"
83663,3,"D,WNR"
93483,4,"T4,LLW"
93483,9,"QTT,OEF"
28070,1,"QQ,LTK"
93483,8,"QT,NXD"
41042,8,"DD,MQC"
99363,6,"SDT,YVB"
66088,5,"K,EXL"
38169,9,"WQQ,BAQ"
34169,4,"K,PWZ"
02019,1,"K,HPE"
02019,5,"AK,HPV"
54028,1,"QQ,HRF"
02019,9,"QQ,HPE"
02019,6,"DT,HPH"
55014,6,"WDD,BAQ"
02019,11,"K,HPH"
47131,7,"SK,NBC"
05614,4,"K,BAM"
55014,5,"SK,MWP"
93877,10,"K,IBZ"
93520,2,"TT,WIZ"
93877,11,"TT,IBZ"
93877,13,"KTT,IKA"
03155,5,"K,WLK"
03162,1,"QQ,HIN"
03162,2,"K,HIN"
95483,1,"D,XKE"
97236,5,"K,EIR"
95140,5,"D,EHZ"
03162,3,"WK,BAM"
66053,13,"SQQ,KBG"
93824,3,"K,SDR"
93824,2,"TT,SDR"
93824,4,"Q,XTV"
62100,9,"K,HQO"
78604,4,"SK,YAP"
44629,2,"SKK,YUW"
93585,1,"Q,HTN"
56034,4,"TT,HVC"
83873,12,"T,SXR"
83873,5,"D,SXR"
83873,6,"TT,SXR"
97433,4,"SL,IAQ"
88203,1,"TT,LLL"
93877,1,"K,SNN"
93877,4,"K,NUP"
83957,9,"D,DAW"
97362,2,"SK,PBL"
20001,13,"QQ,SMP"
93877,9,"TTT,IBW"
27042,4,"QQ,WOF"
15120,1,"QQ,NBP"
54028,6,"WK,BAG"
44723,5,"SQQ,YSS"
48133,16,"K,WBI"
92927,6,"TTT,JKQ"
54030,1,"QQ,MAN"
25008,1,"QQ,NIH"
92927,9,"KTT,ITB"
03097,9,"K,BAM"
84264,3,"TT,WTN"
95525,3,"Q,HNV"
95525,6,"K,HNV"
93879,3,"Q,HGR"
93879,6,"SK,NSM"
15117,1,"QQ,OFM"
83745,3,"TT,SNN"
83745,7,"D,NBY"
95483,2,"TT,XKE"
95483,3,"D,XKF"
95483,4,"TT,XKF"
98234,6,"K,XLH"
13052,8,"KQQ,IEP"
10413,10,"WK,BPO"
03162,4,"WK,BAQ"
95270,3,"Q,QFC"
03162,6,"SK,RWV"
84205,1,"T,SNN"
84205,2,"D,SNN"
84205,3,"TT,SNN"
84205,4,"DT,FYN"
84205,5,"DTT,FYN"
84205,6,"SD,NUP"
84206,1,"T,SNN"
84206,2,"D,SNN"
84206,3,"TT,SNN"
84206,4,"D,NUV"
84206,5,"TT,NUV"
84206,6,"SD,NDX"
47092,4,"QQ,VUU"
83550,3,"TT,NVW"
38173,5,"K,IKB"
10389,1,"K,PCN"
15096,3,"QQ,NTI"
26134,3,"K,VSX"
06194,4,"WK,BJP"
76062,2,"TT,ACK"
95465,4,"D,IAX"
06194,5,"WQQ,BJP"
33157,1,"Q,TRN"
16110,7,"WQQ,HWG"
84264,4,"DT,IKA"
05525,2,"QQ,HCM"
33102,1,"DD,RCE"
18091,1,"K,NIH"
18091,4,"K,SHH"
02019,10,"D,HPH"
02019,12,"Q,HPH"
93791,4,"K,SNU"
23174,1,"QQ,VAM"
54126,2,"QQ,LDW"
44711,5,"K,MIT"
98108,3,"K,CFM"
98088,4,"K,VJU"
95457,1,"T,IOW"
88199,4,"K,SST"
54126,8,"QQ,LDT"
14183,2,"K,NMH"
88153,2,"TT,XOH"
98361,2,"K,CSX"
93657,1,"D,XVF"
38142,7,"Q,QFA"
93556,4,"D,BYQ"
98392,1,"Q,WOL"
14221,2,"QQ,IOJ"
14221,3,"WQQ,BJP"
01051,10,"QQ,PCG"
14221,5,"K,IOJ"
44715,8,"QQ,BTN"
44715,9,"WSK,OCI"
54016,1,"QQ,MAW"
05558,6,"WQQ,BAQ"
10413,7,"QQ,HAP"
29085,4,"SK,HIG"
05667,8,"WK,BAM"
44629,7,"SQQ,GUJ"
92672,3,"SQ,NSM"
83296,1,"T,WNR"
88227,1,"T,JJJ"
54016,4,"SK,MAS"
95354,7,"TT,HNY"
84235,7,"AQD,BOU"
52003,7,"WQ,BAQ"
52067,1,"K,TYZ"
50140,6,"Q,CQC"
02019,15,"SK,HPK"
61035,1,"QQ,MFA"
93559,1,"D,ZUQ"
88139,7,"TT,DYH"
95354,6,"K,HNY"
93693,2,"K,AUF"
97350,4,"AQT,VHV"
88157,5,"TT,XUE"
93536,1,"T,KNZ"
88137,5,"Q,OCC"
41101,7,"WK,OCI"
27068,7,"WQQ,CQC"
54126,1,"K,LDW"
54126,5,"K,LDT"
41101,8,"WK,IBG"
54126,3,"SK,LDX"
45091,2,"QQ,WNT"
17126,8,"K,FUH"
17140,5,"K,UKQ"
54126,6,"SK,LDZ"
44579,12,"K,MWH"
94183,7,"D,OLN"
40007,2,"K,OLA"
94228,3,"STT,HYA"
14221,7,"WK,WPV"
98024,2,"D,ZQW"
05067,7,"Q,PUK"
44515,9,"SK,BAQ"
98284,2,"K,PEJ"
26134,2,"DD,VSQ"
97425,2,"K,UAO"
54016,3,"K,MAW"
95454,4,"D,QCW"
54028,2,"QQ,HRS"
93552,2,"Q,NCK"
93552,3,"TT,NCK"
83932,6,"T,HRJ"
56032,2,"TT,QMD"
36077,1,"K,ZTU"
36077,2,"K,ZTV"
36077,3,"QQ,ZTU"
50061,16,"K,YEN"
48154,9,"SQQ,FDL"
78604,9,"Q,YAA"
93576,2,"K,EEY"
56032,4,"TT,HTB"
93612,3,"TT,NUP"
15076,1,"DD,HRF"
93602,5,"DT,ZKI"
10277,3,"QQ,NOY"
41096,2,"QQ,GDC"
01051,5,"WK,AIJ"
01051,6,"WQQ,BJP"
01051,7,"WK,BJP"
10277,4,"Q,NOY"
01051,8,"Q,PCF"
01051,9,"QQ,PCF"
93712,5,"K,RPM"
93712,2,"Q,CFN"
23062,9,"K,BAM"
23062,12,"K,BAQ"
56034,6,"Q,QMD"
44428,7,"K,IHP"
54009,3,"QQ,MAW"
17141,7,"K,EGZ"
56034,7,"Q,HTK"
56034,9,"D,HTK"
68029,2,"QQ,WSI"
68029,5,"WK,CNC"
93201,5,"TTT,FHU"
93201,6,"Q,SJU"
93583,3,"TT,AFL"
77705,1,"TT,UZQ"
95344,3,"Q,AXV"
93787,4,"QTT,IBV"
14164,2,"K,EPQ"
54104,4,"K,HKR"
54104,5,"WK,HLH"
15076,2,"K,DMD"
23178,3,"SK,ISQ"
54104,7,"SK,HKR"
23178,6,"Q,GNC"
54104,11,"K,HLD"
83296,6,"D,AUV"
53001,4,"K,MPM"
53001,5,"K,MLM"
02019,2,"Q,HPE"
02019,8,"DD,HPK"
29081,6,"WK,BAM"
93702,9,"K,HRG"
52067,2,"QQ,TYZ"
43183,7,"WK,BAM"
93604,3,"Q,ZOC"
52067,4,"K,HRK"
44722,5,"K,ZOB"
44722,6,"WK,CNC"
44722,7,"WK,GIT"
44722,9,"WSK,IBG"
15119,1,"QQ,NBP"
13035,7,"WQ,CQC"
27068,6,"WK,CQC"
27068,8,"WSK,VAQ"
27068,9,"WSK,BAM"
53001,1,"QQ,MAW"
63016,1,"QQ,OAQ"
63016,2,"K,OAQ"
67023,5,"SK,KVA"
53001,2,"QQ,MOV"
95465,6,"SK,IBA"
10387,1,"DD,LCG"
83266,3,"D,NXE"
14183,9,"QQ,BAM"
70146,1,"D,DOP"
15117,2,"K,OFM"
44632,6,"K,BJP"
44632,9,"SK,VAS"
90782,1,"K,ICZ"
90782,2,"KT,ICZ"
44463,6,"QQ,CQC"
90782,3,"K,IEE"
05663,6,"K,CQC"
68032,3,"K,ZNG"
47147,1,"K,VAM"
43111,6,"Q,BJK"
19094,4,"K,BAQ"
47147,3,"SK,WUP"
19094,5,"QQ,BAQ"
92736,1,"TT,RNB"
54009,2,"DD,MAW"
54009,4,"K,MLM"
96093,9,"TT,NSM"
95425,2,"D,HCJ"
98311,4,"Q,NUP"
54009,5,"SK,MMG"
05533,1,"QQ,HDN"
34179,3,"K,KLP"
95425,4,"D,HGP"
92736,3,"TT,IVA"
98068,3,"K,DFU"
66059,1,"Q,OOR"
66059,2,"DD,OOR"
66059,3,"SQ,OPD"
66007,7,"Q,BZM"
66007,2,"K,HBR"
95425,5,"SD,HHH"
37142,1,"QQ,NBP"
27073,4,"SK,CQD"
88216,2,"TT,SOE"
05663,7,"K,BJP"
97433,2,"QT,IAA"
97433,7,"SW,IAT"
83665,4,"K,EXE"
66054,2,"D,TKJ"
93777,3,"K,UQR"
44443,3,"QQ,UXO"
93716,5,"K,SOX"
93880,1,"Q,IFY"
83665,7,"SD,STT"
05326,6,"QQ,YSM"
83665,5,"DT,STN"
93880,5,"KT,IGR"
38156,8,"WK,BAQ"
26173,1,"K,IJU"
83647,8,"D,FVQ"
44594,3,"K,BEB"
42038,9,"SK,FMA"
93869,3,"K,GRC"
41069,8,"Q,COG"
55088,3,"DD,YEP"
41069,10,"K,URB"
66059,4,"SK,OPH"
55088,4,"K,YEO"
13054,2,"QQ,XCD"
13054,1,"QQ,XCT"
55088,1,"Q,YEP"
55088,2,"Q,YEO"
10387,3,"Q,BJP"
88203,6,"D,EXM"
05724,2,"QQ,DXL"
95092,2,"D,EEN"
10387,4,"Q,CQC"
10387,2,"DD,XES"
44635,6,"K,BAG"
44635,8,"QQ,BAG"
62127,12,"DD,RKE"
05663,4,"SQQ,OIP"
83550,4,"D,NUP"
83550,5,"DT,IKA"
66054,6,"QQ,IRR"
48186,8,"QQ,IET"
05243,5,"K,HBT"
28070,8,"K,CQC"
28070,10,"QQ,CQC"
01084,5,"WK,CQC"
23117,1,"K,CZU"
42038,4,"SK,NJY"
28070,9,"K,BJP"
90792,8,"SQ,DGG"
50090,12,"SK,OOF"
90867,1,"Q,UJZ"
16064,3,"K,VTZ"
92200,2,"TT,RHW"
23178,7,"WQ,ZGM"
83269,9,"DTT,WEL"
17145,2,"QQ,IVP"
95447,5,"STT,TLE"
78527,8,"D,EFW"
83607,6,"SK,NSG"
17145,3,"SK,IVY"
18062,12,"DD,USS"
05744,2,"QQ,GCP"
55088,5,"SK,YEM"
84054,5,"TT,NDC"
93396,4,"KT,IKA"
54124,2,"QQ,XYG"
76579,2,"K,YMP"
93032,4,"K,IAE"
54124,1,"K,XYG"
38173,1,"K,PXP"
55001,12,"SK,LXI"
38160,6,"K,BAM"
51072,7,"K,HOZ"
06194,1,"K,MNG"
83064,1,"D,WNR"
32038,6,"QQ,CQR"
33097,7,"Q,BJP"
36152,2,"K,HUB"
36109,5,"K,LNO"
36109,6,"S23,HWM"
32110,4,"K,BAQ"
32110,6,"SK,IBG"
36109,7,"K,BAQ"
76074,1,"Q,HYP"
76074,2,"TT,HYP"
46014,4,"Q,BHX"
88169,4,"D,WTH"
88169,5,"Q,DAE"
44610,2,"QQ,MCI"
23178,9,"WK,IOM"
98229,6,"KTT,IOU"
18113,1,"QQ,BBM"
05663,5,"K,MOJ"
97455,2,"AK,TSY"
37130,1,"K,GNC"
66114,1,"K,GNC"
45075,4,"SK,GXG"
45075,6,"SK,CYY"
34164,8,"WSK,BNN"
89091,2,"TT,WKV"
83269,8,"DT,QFP"
97455,3,"A23,ZYL"
26165,4,"QQ,EHB"
54124,3,"SK,UFW"
54124,4,"K,CQC"
83064,4,"K,AWN"
34140,6,"K,CQC"
54124,5,"K,BJP"
49032,6,"DD,PCF"
49032,7,"DD,PCG"
32076,3,"SK,KLJ"
05651,4,"K,PLQ"
93554,2,"TT,RNB"
93554,1,"Q,RNB"
95527,4,"Q,HML"
26032,1,"QQ,ADB"
56032,3,"TT,YAW"
45073,10,"QQ,BJP"
36159,5,"K,BJP"
95527,6,"Q,HNP"
33094,6,"K,YUW"
53001,3,"K,MFT"
53001,6,"WK,BAQ"
55003,1,"QQ,MAN"
90969,2,"QT,IQI"
90969,8,"QTT,JKY"
44594,7,"K,BFF"
55003,2,"WK,BAQ"
08006,6,"K,BAQ"
44554,1,"K,KMQ"
55003,5,"WDD,BAQ"
19102,2,"DD,AOA"
99330,9,"SK,HRQ"
19102,6,"DD,AOD"
98196,6,"D,STQ"
98196,1,"TT,CFM"
19102,1,"K,AOA"
19102,3,"K,AOF"
19102,5,"K,AOD"
19102,7,"K,AOG"
17145,1,"K,IVP"
44499,2,"K,ALV"
56307,1,"K,SNN"
01122,1,"K,GMR"
93729,2,"D,SFM"
95242,1,"T,STN"
93631,1,"D,TME"
90903,2,"QT,ZLP"
44608,2,"K,SHH"
44608,8,"Q,HJN"
93631,3,"Q,TML"
93808,3,"TT,NUP"
05646,4,"Q,BJP"
26171,6,"WK,BAQ"
44709,11,"QQ,BAQ"
03062,1,"K,XHU"
33088,4,"DD,WNC"
33088,5,"K,WNC"
33088,3,"QQ,WNC"
33088,6,"K,AJR"
97428,3,"KQ,OOU"
83119,2,"Q,WNR"
93713,3,"QT,HOC"
02019,3,"KK,HPE"
44681,7,"K,VBI"
44681,2,"K,VBV"
44681,6,"SQQ,UZH"
33131,2,"K,AEB"
54002,2,"QQ,AAA"
44732,10,"WS2,MZX"
41092,5,"SK,WQK"
38160,5,"Q,BAQ"
26059,5,"K,BAQ"
93481,5,"K,CZM"
54002,1,"K,AAA"
54002,3,"K,CQR"
38160,7,"K,BAQ"
05744,8,"WQQ,BAQ"
54030,5,"WQQ,BAM"
13060,4,"SK,GAL"
55088,6,"WQ,BJP"
22009,6,"K,OBG"
44608,9,"Q,JHC"
44754,5,"WQ,IRO"
17145,4,"SK,IWX"
44608,10,"SK,LCO"
90903,1,"Q,ZLP"
02011,2,"QQ,LIK"
90903,3,"Q,ZME"
90903,4,"K,ZME"
93458,4,"K,BUJ"
99330,10,"SK,PKE"
98286,5,"KT,SMF"
98396,1,"TT,FQY"
36141,4,"Q,MVZ"
98396,3,"TT,HBN"
45023,7,"SK,DHY"
73130,4,"SK,QZN"
93869,6,"K,GGZ"
93869,2,"Q,HDT"
16110,3,"QQ,FZT"
02019,16,"SQQ,HPK"
44581,1,"K,IWQ"
77702,8,"D,FES"
10352,8,"QQ,BAQ"
44581,6,"SQQ,IWQ"
54018,4,"WQ,BAM"
19072,7,"QQ,BJP"
54002,5,"K,LAZ"
83691,5,"TT,SNN"
54036,2,"QQ,VAU"
98353,7,"T,OCO"
54120,1,"QQ,AYD"
44689,6,"SK,EHP"
93456,1,"D,ACA"
78604,2,"TT,YAA"
93725,2,"Q,APV"
05663,1,"K,OIP"
05478,10,"Q,BAQ"
05663,2,"QQ,OIP"
93412,5,"QT,ZDB"
52044,8,"SQ,HZM"
93333,2,"Q,KGD"
54028,3,"K,HRF"
52044,9,"SK,HNS"
18113,4,"K,BBM"
55077,1,"K,HRF"
55077,3,"DD,HRF"
81014,5,"K,KFR"
81014,6,"TT,KFR"
99702,7,"K,KGZ"
83852,7,"SK,NSG"
55077,2,"K,SJS"
06187,5,"WK,BAM"
98152,4,"K,UUJ"
05471,9,"SK,VYY"
96097,1,"T,JCP"
55077,4,"DD,BAM"
68032,1,"Q,VLP"
17145,5,"SK,IWB"
10406,3,"SK,UXU"
10406,5,"K,LAF"
93421,1,"D,TRQ"
44184,8,"K,SHH"
98247,5,"KTT,VSW"
23043,6,"WQ,CQC"
23043,7,"WQQ,BAG"
50134,8,"WQ,CQC"
70146,6,"DT,DOQ"
95527,1,"T,HMF"
44478,4,"WK,BAQ"
44478,5,"WQQ,BAQ"
44478,6,"WK,HME"
98342,2,"T,QJK"
98342,4,"Q,CSX"
54124,6,"SK,GUJ"
93737,1,"Q,KBZ"
33158,5,"SK,GLV"
33158,6,"SDD,GLV"
52002,2,"QQ,NAC"
83873,1,"T,SNN"
83873,2,"D,SNN"
98342,5,"Q,VDN"
04030,7,"K,JRY"
04030,8,"SK,WYK"
05577,5,"DD,CPL"
98342,6,"QT,NXL"
93493,1,"Q,YCL"
66093,1,"Q,LOY"
39080,3,"K,MGF"
51072,2,"QQ,YJB"
51072,3,"K,MDG"
51072,4,"K,EGX"
31028,6,"Q,NIH"
66093,2,"QQ,FHR"
83664,6,"K,QRW"
10371,2,"K,BYC"
43185,2,"K,EYC"
88159,7,"Q,WYX"
43185,4,"SK,QCM"
66098,3,"QQ,HNA"
78605,1,"TT,STN"
78605,3,"TT,BUS"
78605,5,"Q,EXE"
37134,7,"WQQ,QAU"
81026,2,"TT,RJB"
02011,5,"Q,BAQ"
38124,1,"K,MCI"
38124,5,"SQ,BRC"
38124,7,"Q,BAQ"
93815,4,"Q,ALJ"
10212,10,"QQ,DYG"
40007,6,"SQQ,BLE"
90867,8,"AB,HIU"
44729,10,"WQQ,BJP"
84264,1,"D,SNN"
37093,3,"SK,ODA"
93668,1,"Q,QDC"
93668,3,"Q,DAK"
20020,2,"K,GZX"
03150,3,"SK,MLH"
03150,5,"SK,QXS"
93875,3,"Q,VHM"
93875,4,"QQ,ECJ"
52003,5,"QQ,NAP"
25064,6,"K,GZV"
93437,2,"TT,IBX"
25064,4,"K,GZZ"
25064,5,"QQ,GZZ"
95182,8,"SQD,UJF"
95182,9,"SDD,UJG"
29084,4,"SK,FKI"
95369,1,"T,UHH"
95182,3,"Q,UJI"
83261,1,"D,NML"
93869,1,"Q,HEB"
93869,7,"SK,HDX"
95426,2,"Q,WIF"
78605,6,"K,EXE"
03160,8,"WQQ,BJP"
78605,7,"K,DER"
76417,8,"SQ,SGT"
97421,3,"QT,IJR"
43189,4,"WK,BAM"
43189,5,"WK,BAQ"
43189,1,"SK,OZN"
43189,2,"QQ,TAQ"
98331,7,"K,FOG"
23178,5,"K,LWG"
54104,9,"SK,HLJ"
22067,1,"QQ,NBP"
11223,4,"WQQ,BJP"
02013,5,"K,OAG"
02013,7,"SK,OFA"
83947,7,"K,WNR"
22068,1,"QQ,NBP"
38179,1,"QQ,NBP"
98229,4,"KT,IOV"
78018,3,"D,YYY"
01132,2,"SK,OZN"
98206,1,"T,IVD"
98206,2,"Q,IVD"
50115,8,"SQ,CNC"
53024,2,"K,CXV"
83915,3,"D,NUP"
11212,4,"SK,BDB"
93879,2,"Q,UII"
06167,5,"SK,BPU"
93879,4,"QT,HGS"
04116,2,"K,GQG"
83296,4,"D,WNQ"
67013,3,"DD,AOZ"
67013,2,"K,APQ"
77055,5,"SK,CCM"
95405,2,"D,HPB"
06167,11,"WK,BAQ"
38132,4,"SK,STM"
83486,3,"K,KKZ"
61066,7,"SK,HES"
70275,6,"SK,EZS"
70172,1,"D,XXK"
33128,9,"K,CQC"
92737,1,"K,RNB"
47135,1,"K,OTD"
70281,7,"DD,SVD"
06144,7,"K,BAQ"
10413,9,"WK,ZGM"
93869,8,"SK,HDV"
31049,7,"K,BAQ"
13044,9,"K,VBZ"
13044,11,"QQ,VBZ"
13044,10,"K,VAQ"
93869,5,"K,HDY"
90867,6,"A23,MHO"
92740,3,"TTT,CFN"
03117,3,"K,COU"
56032,6,"Q,QMD"
93585,2,"Q,BUR"
94228,1,"Q,HWA"
54028,8,"WQQ,BAG"
36141,1,"Q,EUG"
52023,5,"WK,BAQ"
14206,3,"SK,ZTY"
93701,5,"Q,IMQ"
93871,2,"Q,INT"
98264,1,"T,HUF"
93736,6,"KBB,IOB"
48155,10,"K,BAQ"
22031,7,"K,PTA"
67023,1,"Q,KTG"
48155,4,"K,SMW"
14206,7,"SK,IBG"
53027,3,"SQ,IVK"
53027,6,"SK,IUY"
05443,4,"K,JCI"
78700,5,"Q,DLX"
45061,3,"SK,ZCD"
45061,7,"K,BAM"
50115,9,"SK,CNC"
17145,7,"WQ,IWT"
98276,3,"K,SUP"
83646,14,"K,ZLV"
88169,6,"D,JUN"
03124,12,"K,KDQ"
54045,5,"SK,IWY"
47108,8,"K,BJK"
